country,sector,gross_amt,net_amt,from,to,transaction_id,transaction_date,amount,transaction_type,account_number,merchant_name,category,location,city,state,currency,card_type,card_number,card_expiry_date,transaction_description,transaction_code,transaction_status,transaction_time,transaction_fee,recipient_name,recipient_account_number,recipient_bank_name,exchange_rate,notes
Democratic Republic of the Congo,Services,187.53,4574.63,Account Q,Supplier Y,529,2/17/2022,4717.76,withdrawal,4636481842,Roodel,food,8070 Welch Street,Wamba,,CDF,visa,372301950406829,9/27/2026,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,A1,completed,6:09 PM,15.87,Ashlee Goalby,6343559399,Devify,0.9276,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Hungary,Retail,2854.9,4183.41,Account M,Pharmacy Chain A,530,12/12/2022,4683.77,transfer,8495471521,Zoomzone,utilities,48 Di Loreto Drive,Győr,GS,HUF,mastercard,5457032168600039,2/26/2026,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,A1,completed,1:12 AM,40.54,Cal MacLise,8886324685,Skilith,1.6627,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
China,Construction,4394.21,2585.85,Account M,Buyer Network,531,7/28/2022,1651.2,transfer,4086109853,Yakidoo,food,0879 Cottonwood Alley,Qijiaxi,,CNY,amex,3557346708623937,12/19/2025,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,A1,failed,8:38 AM,45.52,Anatole Laherty,9926198075,Youopia,0.8907,
China,Non-Profit,5542.08,7076.28,Account R,Clinic W,532,3/18/2022,4454.61,transfer,6472161218,Tazzy,food,8 Parkside Alley,Shizong,,CNY,visa,06045261593659354,6/9/2025,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,B2,failed,3:16 AM,24.56,Tomas Boast,3046508618,Innojam,1.615,
Kenya,Finance,4958.26,3646.15,Account K,Supplier Connect,533,12/9/2022,7841.77,transfer,6047276717,Yadel,entertainment,8953 Eagle Crest Circle,Keroka,,KES,visa,3549228818158213,9/15/2030,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,A1,pending,2:09 PM,1.65,Jordanna Pittet,6985550208,Pixoboo,1.4264,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
China,Telecommunications,235.57,2235.65,Account R,Supplier Innovations,534,7/22/2022,3584.58,transfer,4758652763,Dynabox,utilities,0111 Graceland Point,Huangyang,,CNY,visa,4905722266895695526,1/2/2023,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,B2,pending,1:46 AM,39.92,Deidre Truesdale,4728004812,Zoombeat,1.5528,Aliquam erat volutpat.
Syria,Real Estate,9909.75,2957.29,Account U,Wellness Center A,535,4/25/2022,6352.99,withdrawal,9109754798,Flashset,entertainment,2751 Westend Trail,Aţ Ţawāḩīn,,SYP,mastercard,4005902569644,1/26/2024,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,C3,pending,12:24 AM,42.99,Karlie Brooks,6973439097,Innojam,1.7689,Pellentesque at nulla. Suspendisse potenti.
Ukraine,Finance,1257.07,7982.85,Account L,E-commerce Store B,536,4/2/2022,4335.0,transfer,3507581743,Meedoo,transportation,26 Mesta Way,Zhovti Vody,,UAH,visa,630416104364662934,11/13/2023,eget congue eget semper rutrum nulla nunc purus phasellus in,C3,pending,10:01 PM,36.06,Margery Muselli,9707380492,Jazzy,1.5862,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
Philippines,Consulting,374.01,8739.16,Account X,E-commerce Store B,537,10/19/2022,4566.53,deposit,1537447951,Bubblemix,transportation,7 Ryan Street,Pulangbato,,PHP,visa,3551196435057073,5/29/2024,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,B2,failed,12:21 PM,40.95,Omar Swetman,1939276910,Thoughtblab,1.2417,
Indonesia,Healthcare,3093.73,8302.66,Account Y,Supplier Y,538,10/11/2022,6859.42,deposit,8661996885,Skinte,utilities,4 Carpenter Avenue,Margasari,,IDR,visa,201962693066027,8/31/2024,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,A1,completed,10:20 PM,11.41,Husain Spurr,8525273003,Omba,1.8128,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
China,Finance,4198.9,2407.83,Account M,Medical Practice Y,539,12/9/2022,2327.65,withdrawal,2678570481,Zoozzy,food,5339 Red Cloud Drive,Tancheng,,CNY,mastercard,3540032208968754,5/18/2029,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,C3,pending,10:21 PM,41.89,Dolley Bow,6863299751,Thoughtworks,1.9018,
Poland,Real Estate,2276.07,1996.39,Account D,Health Clinic X,540,10/30/2022,1937.96,withdrawal,5151674142,Devcast,food,9 Warner Park,Konstancin-Jeziorna,,PLN,amex,3534158167633549,8/10/2023,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,C3,failed,6:35 PM,49.3,Kitti Wimbridge,5130297251,Vipe,1.64,Donec ut mauris eget massa tempor convallis.
Brazil,Real Estate,736.87,9897.94,Account U,Client Services Group,541,12/6/2022,9372.61,withdrawal,1920268481,Centizu,utilities,454 Waubesa Road,Pedro Leopoldo,,BRL,mastercard,201506675362985,8/22/2026,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,A1,failed,10:36 PM,33.41,Caresa Blagburn,9738864193,Tazzy,0.6481,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
Poland,Healthcare,4493.8,4462.27,Account O,Buyer Network,542,2/7/2022,216.24,deposit,6879856429,Chatterpoint,food,9 Eagle Crest Court,Owczarnia,,PLN,amex,30177735785198,5/10/2024,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,C3,completed,2:06 AM,17.18,Timmi Raper,4078320487,Jaxworks,1.0917,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum."
United States,Energy,8437.37,7883.98,Account R,Supplier Solutions,543,2/10/2022,8410.88,transfer,1066819986,Mynte,utilities,07096 Karstens Road,Stockton,CA,USD,mastercard,5007665635341664,11/10/2022,lacinia erat vestibulum sed magna at nunc commodo placerat praesent,C3,pending,8:15 PM,33.6,Jobi White,7386642147,Npath,0.8678,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
China,Construction,1893.62,2246.58,Account E,Supplier Y,544,9/21/2022,934.13,transfer,1952489850,Skimia,food,01790 Brickson Park Park,Huatai,,CNY,amex,5002357448543018,6/16/2027,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,A1,pending,5:22 PM,7.55,Dody Gerger,4188450137,Meemm,0.9257,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis."
Indonesia,Energy,633.92,9009.49,Account S,E-commerce Store B,545,8/7/2022,9392.45,deposit,8110455692,Mynte,food,2009 Sullivan Point,Tanjungrejo Lor,,IDR,visa,3552460274876467,7/16/2022,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,C3,pending,5:04 AM,35.13,Emmott Talmadge,3113410065,Podcat,1.7355,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
China,E-commerce,9332.15,4907.23,Account N,Supplier Green,546,1/22/2022,9745.75,transfer,7776435230,Yata,entertainment,99 Lakewood Gardens Alley,Jiujianfang,,CNY,visa,564182473139517365,6/10/2027,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,A1,failed,10:13 PM,19.53,Marthe Bill,6949477213,Feedspan,1.3335,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
Indonesia,Education,306.68,6415.1,Account K,Merchant A,547,8/12/2022,86.85,withdrawal,1628927551,Jabbercube,transportation,95 Loomis Avenue,Sarongan,,IDR,mastercard,4026548789936895,6/25/2030,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,C3,failed,1:48 PM,5.16,Cornelia Tosspell,2277258465,Realpoint,1.2833,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Libya,Manufacturing,2100.93,1726.55,Account V,Supplier Green,548,7/15/2022,9844.7,deposit,8038327067,Voomm,entertainment,91 Anderson Road,Marādah,,LYD,visa,201453697357349,4/30/2030,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,B2,completed,6:30 AM,7.54,Beryl Colliar,2328257705,Eamia,1.0242,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
Brazil,E-commerce,6031.1,4224.1,Account T,Client Services Group,549,3/12/2022,4130.23,transfer,5635483352,Plambee,utilities,97175 Lyons Way,Açucena,,BRL,mastercard,3574517698172239,7/7/2025,pellentesque at nulla suspendisse potenti cras in purus eu magna,A1,failed,12:32 PM,0.29,Linette Ghost,5154471152,Oyondu,0.8762,
France,Consulting,4086.01,1106.17,Account S,Pharmacy Chain A,550,6/10/2022,1600.41,withdrawal,6410148658,Avamba,transportation,0296 Lotheville Trail,Port-de-Bouc,B8,EUR,visa,5108756802322377,11/28/2030,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,C3,pending,8:04 AM,35.98,Muffin Houndsom,3274271581,Einti,0.9513,
Canada,Hospitality,3250.38,1015.52,Account Y,Supplier Y,551,6/1/2022,6376.37,withdrawal,9180183223,Zoonder,utilities,0 Meadow Valley Junction,Montréal-Est,QC,CAD,amex,372301856645355,8/4/2023,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,A1,pending,8:22 AM,38.35,Korey De Gouy,3016700510,Izio,0.7274,
Japan,Non-Profit,6279.58,3555.14,Account V,Supplier Green,552,2/15/2022,4106.02,deposit,4266893241,Edgeblab,transportation,58293 Bayside Road,Hōjō,,JPY,visa,4844556421756449,4/11/2030,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,A1,failed,6:25 AM,18.86,Neils Agg,7818506791,Kaymbo,0.9077,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
Indonesia,Retail,1858.52,9775.24,Account Q,E-commerce Store B,553,12/16/2022,9471.13,transfer,5093844195,Twitterbeat,transportation,73654 Hintze Place,Cirangrang,,IDR,visa,5020129010475806,9/16/2030,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,A1,failed,6:14 AM,20.99,Felice Jordanson,6732595040,Wordpedia,1.1527,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Uganda,Hospitality,7698.28,9709.31,Account U,Online Merchant Z,554,10/11/2022,4332.68,withdrawal,1917669434,Oyonder,entertainment,5 Carioca Crossing,Moroto,,UGX,visa,5010122911248762,6/22/2030,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,C3,failed,9:49 PM,8.69,Meryl Billyeald,9900069561,Yakitri,0.7799,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
China,E-commerce,9300.7,957.55,Account E,Pharmacy Chain A,555,3/14/2022,7034.81,withdrawal,2970411271,Feedspan,utilities,02848 Blackbird Road,Zhushan Chengguanzhen,,CNY,amex,4026046099033941,5/9/2025,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,B2,failed,12:45 AM,7.03,Ethelda Pennoni,4322704272,Rooxo,0.9139,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
Hungary,Technology,2482.05,1204.55,Account O,Wellness Center A,556,5/20/2022,6251.01,transfer,9882510513,Katz,transportation,7 Esker Center,Debrecen,HB,HUF,visa,30280639687831,6/15/2023,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,B2,pending,7:46 PM,49.1,Albrecht Waldram,5619403471,Trudoo,1.961,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
Slovenia,E-commerce,3631.67,7093.23,Account M,Health Clinic X,557,10/9/2022,2312.64,transfer,1891060495,Tagopia,entertainment,3347 Hansons Plaza,Šentrupert,,EUR,visa,3566191259172614,6/1/2030,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,A1,failed,2:54 PM,4.28,Merl McCamish,3491731092,Skipfire,1.68,
France,Automotive,3868.64,4516.39,Account V,Health Clinic X,558,12/12/2022,5986.64,withdrawal,2176893984,Aivee,utilities,53 Valley Edge Trail,Ajaccio,A5,EUR,mastercard,670613727705783089,3/16/2027,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,C3,pending,3:05 AM,48.43,Verna Longstaffe,9230291372,Dazzlesphere,1.8562,Proin interdum mauris non ligula pellentesque ultrices.
Portugal,Non-Profit,2700.4,6105.46,Account B,Supplier Innovations,559,3/24/2022,9694.84,deposit,6611865961,Oyonder,food,04 Warner Place,Perosinho,13,EUR,mastercard,30352562125574,4/14/2024,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,B2,pending,5:02 AM,12.42,Duane Parsons,7140336823,Skiba,0.9662,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
China,Non-Profit,7602.86,2077.39,Account K,Customer Care Center,560,8/30/2022,6231.49,withdrawal,3709929091,Brainsphere,food,4664 Dennis Lane,Haoxin,,CNY,amex,3553488440174102,3/15/2024,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,B2,failed,9:08 AM,42.86,Rhody Prudham,1437343926,Ntag,1.488,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
Iraq,Insurance,710.5,3083.87,Account V,Clinic W,561,5/2/2022,4298.05,deposit,9888532476,Brainlounge,transportation,02 Center Pass,‘Alī al Gharbī,,IQD,visa,5100140123657522,5/27/2024,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,C3,failed,11:36 AM,6.14,Dorris Gyurko,5835477123,Centizu,0.7378,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
Brazil,Consulting,6062.65,6847.61,Account J,Buyer Network,562,12/2/2022,4013.6,transfer,4393605989,Mynte,transportation,45 Waywood Place,Paraisópolis,,BRL,visa,5048375563965671,11/19/2024,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,A1,completed,6:56 AM,14.63,Merrile Pauncefoot,8663930022,Mycat,1.635,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem."
France,Hospitality,9117.54,1085.79,Account S,Clinic W,563,1/5/2022,7058.98,transfer,2123640895,Tazzy,food,4 West Terrace,Avignon,B8,EUR,mastercard,3572617197964235,4/4/2028,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,A1,completed,3:11 AM,14.81,Ermina Maestrini,5881207662,Jabbercube,1.1029,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus."
Brazil,Services,3695.45,8376.0,Account O,Health Clinic X,564,3/24/2022,1262.76,deposit,3594261437,Realbuzz,transportation,87070 Roth Point,Nova Venécia,,BRL,amex,56022220218527448,4/28/2024,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,B2,pending,12:46 AM,7.32,Allsun Qualtrough,1476095964,Oodoo,1.2907,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
Russia,Non-Profit,6529.14,2444.94,Account A,Clinic W,565,10/7/2022,2198.0,withdrawal,9587815267,Topiczoom,utilities,85 Knutson Pass,Svobody,,RUB,mastercard,201477737606274,8/12/2029,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,B2,completed,5:19 AM,1.62,Monro Wray,8926034388,Jetpulse,1.182,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
Indonesia,Retail,1685.69,8894.36,Account W,Wellness Center A,566,7/3/2022,913.56,withdrawal,7108793127,Twitterworks,transportation,24517 Calypso Trail,Puncaksari,,IDR,amex,3550041009869795,7/19/2027,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,B2,completed,11:56 PM,21.6,Lew Crapper,2959865538,Skyvu,0.7319,
Colombia,Real Estate,2328.92,3538.81,Account T,Retailer Hub,567,11/17/2022,4740.1,withdrawal,9167853464,Mybuzz,entertainment,87765 Lindbergh Court,Arauca,,COP,visa,3574651085729895,10/17/2022,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,A1,failed,9:13 AM,16.28,Giustino Frankton,9340247158,Blogspan,0.5713,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
United States,Services,539.36,3968.72,Account R,Supplier Green,568,11/29/2022,6975.95,transfer,2290264255,Bubbletube,entertainment,0892 Springs Street,Jackson,MS,USD,amex,201845484148734,9/13/2027,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,B2,pending,10:09 AM,39.9,Rori Flewin,9461256757,Dazzlesphere,0.5159,
Guam,Technology,653.66,3248.39,Account R,Customer Z,569,7/6/2022,4101.81,withdrawal,6186000564,Zooveo,utilities,4174 Meadow Vale Avenue,Agana Heights Village,,USD,visa,4041375361482,12/23/2030,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,A1,pending,2:43 AM,42.37,Tulley Jaeggi,8993204302,Snaptags,1.7044,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
Sri Lanka,Real Estate,2856.1,8079.79,Account S,Health Clinic X,570,9/26/2022,1230.7,withdrawal,7183170719,Kazio,entertainment,4762 Gerald Plaza,Valvedditturai,,LKR,amex,201861429181029,8/3/2024,convallis eget eleifend luctus ultricies eu nibh quisque id justo,B2,completed,7:24 AM,26.69,Carr Forte,2966816091,Quatz,1.3537,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
China,Entertainment,3623.3,6131.23,Account E,Customer Care Center,571,10/8/2022,6108.98,deposit,2909407410,Midel,transportation,78918 Claremont Junction,Cunliji,,CNY,mastercard,3541935956154592,12/12/2027,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,B2,completed,5:05 PM,31.57,Enid Shallo,5868655570,Demimbu,1.4637,
Mexico,Education,729.53,5520.44,Account U,Customer Delight,572,7/8/2022,9493.22,deposit,6892401049,Yombu,food,58520 Washington Parkway,Manuel Cavazos Lerma,TAM,MXN,amex,3580527873563732,4/12/2030,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,B2,completed,11:20 AM,14.45,Brittaney Grigorushkin,5185293932,Zoovu,1.958,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
Philippines,Agriculture,5721.11,5686.82,Account V,Customer Care Center,573,3/28/2022,6276.66,transfer,9297022642,Brainlounge,utilities,0 Elgar Court,Sapol,,PHP,visa,5602242407791382,4/25/2023,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,C3,failed,6:44 AM,23.63,Reiko Tarn,3458673605,Jetpulse,1.4807,
Guatemala,Retail,1071.21,345.89,Account E,Customer Care Center,574,11/28/2022,5451.86,withdrawal,1305819939,Twitterbridge,food,94 East Park,Quesada,,GTQ,mastercard,3557088617566282,8/21/2027,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,B2,failed,5:08 PM,41.1,Albert Ipsgrave,7917637267,Kaymbo,1.4238,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
France,Entertainment,6787.23,1119.85,Account V,Online Merchant Z,575,10/8/2022,3749.32,transfer,4711951629,Wikivu,entertainment,833 Memorial Avenue,Aubergenville,A8,EUR,mastercard,3555574128222921,6/2/2025,nisi at nibh in hac habitasse platea dictumst aliquam augue quam,A1,failed,7:00 AM,25.98,Leonanie Creyke,6195491719,Rhycero,0.5964,
Japan,Technology,7955.86,7040.18,Account Z,Medical Practice Y,576,4/3/2022,4644.68,transfer,5133664054,Oyoyo,utilities,182 Stang Street,Susaki,,JPY,visa,5602232435133186,5/23/2027,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,A1,failed,12:36 PM,14.45,Modestia Buck,4366465235,Blogtag,0.6416,
Philippines,Finance,9644.81,3071.7,Account U,Wellness Center A,577,9/23/2022,6003.64,withdrawal,2455742854,Thoughtmix,food,1 Grover Avenue,Taboc,,PHP,visa,3547368358473531,7/18/2027,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,C3,completed,7:29 AM,27.0,Elise Barnish,4189287711,Fanoodle,1.5266,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
Russia,Construction,2256.49,9400.97,Account O,Health Clinic X,578,8/8/2022,3456.49,withdrawal,7636835289,Rooxo,entertainment,29 Upham Place,Uspenskoye,,RUB,visa,3529088311074950,5/28/2023,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,B2,completed,10:13 AM,4.61,Carlos Ivanonko,7640607586,Cogibox,1.23,
Albania,Consulting,6305.79,645.31,Account Q,Medical Practice Y,579,8/16/2022,4370.65,transfer,4313208456,Zooveo,transportation,0 Dennis Alley,Orosh,,ALL,visa,5010127300129788,4/23/2026,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,A1,completed,10:46 PM,6.85,Isidore Dalgliesh,9982613624,InnoZ,1.4254,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
Ghana,Automotive,4613.22,2608.22,Account E,Medical Practice Y,580,10/5/2022,9192.82,withdrawal,1971198505,Eadel,utilities,2 Dapin Terrace,Kasoa,,GHS,mastercard,561043641782996251,10/17/2028,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,C3,pending,12:03 AM,30.54,Fair Getch,7544308628,Topicshots,0.7044,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
